;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 4/29/2017 12:06:02 PM
;----------------------------------------------

;Address Opcode 	ASM
0x00E4	0xC013    	RJMP       L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x00E6	0xEDB4    	LDI        R27, 212
0x00E8	0x2E2B    	MOV        R2, R27
0x00EA	0xC010    	RJMP       L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x00EC	0xE8B0    	LDI        R27, 128
0x00EE	0x2E2B    	MOV        R2, R27
;__Lib_Lcd.c,72 :: 		
0x00F0	0xC00D    	RJMP       L_Lcd_Chr5
L_Lcd_Chr4:
0x00F2	0xE0B1    	LDI        R27, 1
0x00F4	0x162B    	CP         R2, R27
0x00F6	0xF371    	BREQ       L_Lcd_Chr6
L__Lcd_Chr29:
0x00F8	0xE0B2    	LDI        R27, 2
0x00FA	0x162B    	CP         R2, R27
0x00FC	0xF371    	BREQ       L_Lcd_Chr7
L__Lcd_Chr30:
0x00FE	0xE0B3    	LDI        R27, 3
0x0100	0x162B    	CP         R2, R27
0x0102	0xF371    	BREQ       L_Lcd_Chr8
L__Lcd_Chr31:
0x0104	0xE0B4    	LDI        R27, 4
0x0106	0x162B    	CP         R2, R27
0x0108	0xF371    	BREQ       L_Lcd_Chr9
L__Lcd_Chr32:
0x010A	0xCFF0    	RJMP       L_Lcd_Chr10
L_Lcd_Chr5:
;__Lib_Lcd.c,74 :: 		
0x010C	0x2D03    	MOV        R16, R3
0x010E	0x5001    	SUBI       R16, 1
0x0110	0x0D02    	ADD        R16, R2
0x0112	0x2E20    	MOV        R2, R16
;__Lib_Lcd.c,76 :: 		
0x0114	0x006B91B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0118	0x60B1    	SBR        R27, 1
0x011A	0x006B93B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,77 :: 		
0x011E	0x2E20    	MOV        R2, R16
0x0120	0xD12A    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,79 :: 		
0x0122	0x006B91B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0126	0x7FBE    	CBR        R27, 1
0x0128	0x006B93B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,80 :: 		
0x012C	0x2C24    	MOV        R2, R4
0x012E	0xD123    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,81 :: 		
0x0130	0x006B91B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0134	0x60B1    	SBR        R27, 1
0x0136	0x006B93B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,82 :: 		
L_end_Lcd_Chr:
0x013A	0x902F    	POP        R2
0x013C	0x9508    	RET
; end of _Lcd_Chr
___CC2DW:
;__Lib_System.c,25 :: 		
;__Lib_System.c,27 :: 		
L_loopDW:
;__Lib_System.c,28 :: 		
0x013E	0x9005    	LPM        R0, Z+
;__Lib_System.c,29 :: 		
0x0140	0x920D    	ST         X+, R0
;__Lib_System.c,30 :: 		
0x0142	0x9701    	SBIW       R24, 1
;__Lib_System.c,31 :: 		
0x0144	0xF7E1    	BRNE       L_loopDW
;__Lib_System.c,33 :: 		
L_end___CC2DW:
0x0146	0x9508    	RET
; end of ___CC2DW
_Div_16x16_S:
;__Lib_Math.c,145 :: 		
;__Lib_Math.c,148 :: 		
0x007C	0x01C8    	MOVW       R24, R16
;__Lib_Math.c,149 :: 		
0x007E	0x01BA    	MOVW       R22, R20
;__Lib_Math.c,151 :: 		
0x0080	0xFB97    	BST        R25, 7
;__Lib_Math.c,152 :: 		
0x0082	0x2E09    	MOV        R0, R25
;__Lib_Math.c,153 :: 		
0x0084	0x2607    	EOR        R0, R23
;__Lib_Math.c,154 :: 		
0x0086	0xD00A    	RCALL      Div_16x16_S_L3
;__Lib_Math.c,155 :: 		
0x0088	0xFD77    	SBRC       R23, 7
;__Lib_Math.c,156 :: 		
0x008A	0xD004    	RCALL      Div_16x16_S_L1
;__Lib_Math.c,157 :: 		
0x008C	0xD00C    	RCALL      Div_16x16_S_L4
;__Lib_Math.c,158 :: 		
0x008E	0xD006    	RCALL      Div_16x16_S_L3
;__Lib_Math.c,159 :: 		
0x0090	0x2000    	AND        R0, R0
;__Lib_Math.c,160 :: 		
0x0092	0xF41A    	BRPL       Div_16x16_S_L2
;__Lib_Math.c,161 :: 		
Div_16x16_S_L1:
;__Lib_Math.c,162 :: 		
0x0094	0x9570    	COM        R23
;__Lib_Math.c,163 :: 		
0x0096	0x9561    	NEG        R22
;__Lib_Math.c,164 :: 		
0x0098	0x4F7F    	SBCI       R23, 255
;__Lib_Math.c,165 :: 		
Div_16x16_S_L2:
;__Lib_Math.c,166 :: 		
0x009A	0x9508    	RET
;__Lib_Math.c,167 :: 		
Div_16x16_S_L3:
;__Lib_Math.c,168 :: 		
0x009C	0xF7F6    	BRTC       Div_16x16_S_L2
;__Lib_Math.c,169 :: 		
0x009E	0x9590    	COM        R25
;__Lib_Math.c,170 :: 		
0x00A0	0x9581    	NEG        R24
;__Lib_Math.c,171 :: 		
0x00A2	0x4F9F    	SBCI       R25, 255
;__Lib_Math.c,172 :: 		
0x00A4	0x9508    	RET
;__Lib_Math.c,173 :: 		
Div_16x16_S_L4:
;__Lib_Math.c,174 :: 		
0x00A6	0x1BAA    	SUB        R26, R26
;__Lib_Math.c,175 :: 		
0x00A8	0x1BBB    	SUB        R27, R27
;__Lib_Math.c,176 :: 		
0x00AA	0xE151    	LDI        R21, 17
;__Lib_Math.c,177 :: 		
0x00AC	0xC007    	RJMP       Div_16x16_S_L6
;__Lib_Math.c,178 :: 		
Div_16x16_S_L5:
;__Lib_Math.c,179 :: 		
0x00AE	0x1FAA    	ROL        R26
;__Lib_Math.c,180 :: 		
0x00B0	0x1FBB    	ROL        R27
;__Lib_Math.c,181 :: 		
0x00B2	0x17A6    	CP         R26, R22
;__Lib_Math.c,182 :: 		
0x00B4	0x07B7    	CPC        R27, R23
;__Lib_Math.c,183 :: 		
0x00B6	0xF010    	BRCS       Div_16x16_S_L6
;__Lib_Math.c,184 :: 		
0x00B8	0x1BA6    	SUB        R26, R22
;__Lib_Math.c,185 :: 		
0x00BA	0x0BB7    	SBC        R27, R23
;__Lib_Math.c,186 :: 		
Div_16x16_S_L6:
;__Lib_Math.c,187 :: 		
0x00BC	0x1F88    	ROL        R24
;__Lib_Math.c,188 :: 		
0x00BE	0x1F99    	ROL        R25
;__Lib_Math.c,189 :: 		
0x00C0	0x955A    	DEC        R21
;__Lib_Math.c,190 :: 		
0x00C2	0xF7A9    	BRNE       Div_16x16_S_L5
;__Lib_Math.c,191 :: 		
0x00C4	0x9580    	COM        R24
;__Lib_Math.c,192 :: 		
0x00C6	0x9590    	COM        R25
;__Lib_Math.c,193 :: 		
0x00C8	0x01BC    	MOVW       R22, R24
;__Lib_Math.c,194 :: 		
0x00CA	0x01CD    	MOVW       R24, R26
;__Lib_Math.c,195 :: 		
0x00CC	0x9508    	RET
;__Lib_Math.c,198 :: 		
L_end_Div_16x16_S:
0x00CE	0x9508    	RET
; end of _Div_16x16_S
0x0556	0xE6A0    	LDI        R26, 96
0x0558	0xE0B0    	LDI        R27, 0
0x055A	0xE4EA    	LDI        R30, 74
0x055C	0xE0F5    	LDI        R31, 5
0x055E	0xE08B    	LDI        R24, 11
0x0560	0xE090    	LDI        R25, 0
0x0562	0x009F940E  	CALL       ___CC2DW
0x0566	0x9508    	RET
;16x2 lcd library.c,0 :: ?ICS_arr
0x054A	0x3130 ;?ICS_arr+0
0x054C	0x3332 ;?ICS_arr+2
0x054E	0x3534 ;?ICS_arr+4
0x0550	0x3736 ;?ICS_arr+6
0x0552	0x3938 ;?ICS_arr+8
0x0554	0x00 ;?ICS_arr+10
; end of ?ICS_arr
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x002A       [5]    _Delay_1us
0x002F       [7]    _Delay_50us
0x0036       [8]    _Delay_5500us
0x003E      [42]    _Div_16x16_S
0x0068      [55]    _Lcd_Chr
0x009F       [5]    ___CC2DW
0x00A4     [279]    _Lcd_Init
0x01BB      [98]    _Lcd_Cmd
0x021D     [136]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    Delay_Cyc_loc_L0
0x0000       [1]    R0
0x0001       [1]    R1
0x0002       [2]    FARG_VDelay_Advanced_ms_Time_ms
0x0002       [1]    R2
0x0002       [2]    FARG_VDelay_ms_Time_ms
0x0002       [1]    FARG_Lcd_Out_row
0x0002       [1]    FARG_Lcd_Chr_row
0x0002       [2]    FARG_Lcd_Out_CP_text
0x0002       [1]    FARG_Lcd_Chr_CP_out_char
0x0002       [1]    FARG_Lcd_Cmd_out_char
0x0002       [1]    FARG_Delay_Cyc_cycles_div_by_10
0x0003       [1]    R3
0x0003       [1]    FARG_Lcd_Chr_column
0x0003       [1]    FARG_Lcd_Out_column
0x0004       [1]    R4
0x0004       [2]    FARG_Lcd_Out_text
0x0004       [2]    FARG_VDelay_Advanced_ms_Current_Fosc_kHz
0x0004       [1]    FARG_Lcd_Chr_out_char
0x0005       [1]    R5
0x0006       [1]    R6
0x0007       [1]    R7
0x0008       [1]    R8
0x0009       [1]    R9
0x000A       [1]    R10
0x000B       [1]    R11
0x000C       [1]    R12
0x000D       [1]    R13
0x000E       [1]    R14
0x000F       [1]    R15
0x0010       [1]    R16
0x0011       [1]    R17
0x0012       [1]    R18
0x0013       [1]    R19
0x0014       [1]    R20
0x0015       [1]    R21
0x0016       [1]    R22
0x0017       [1]    R23
0x0018       [1]    R24
0x0019       [1]    R25
0x001A       [1]    XL
0x001A       [1]    R26
0x001A       [2]    X
0x001B       [1]    R27
0x001B       [1]    XH
0x001C       [1]    R28
0x001C       [2]    Y
0x001C       [1]    YL
0x001D       [1]    R29
0x001D       [1]    YH
0x001E       [2]    Z
0x001E       [1]    R30
0x001E       [1]    ZL
0x001F       [1]    ZH
0x001F       [1]    R31
0x0020       [0]    TWBR4_bit
0x0020       [0]    TWBR1_bit
0x0020       [0]    TWBR7_bit
0x0020       [0]    TWBR2_bit
0x0020       [0]    TWBR0_bit
0x0020       [0]    TWBR6_bit
0x0020       [1]    TWBR
0x0020       [0]    TWBR5_bit
0x0020       [0]    TWBR3_bit
0x0021       [0]    TWS6_bit
0x0021       [0]    TWPS1_bit
0x0021       [1]    TWSR
0x0021       [0]    TWS5_bit
0x0021       [0]    TWS4_bit
0x0021       [0]    TWPS0_bit
0x0021       [0]    TWS7_bit
0x0021       [0]    TWS3_bit
0x0022       [0]    TWA0_bit
0x0022       [1]    TWAR
0x0022       [0]    TWA5_bit
0x0022       [0]    TWA1_bit
0x0022       [0]    TWA6_bit
0x0022       [0]    TWA2_bit
0x0022       [0]    TWA4_bit
0x0022       [0]    TWA3_bit
0x0022       [0]    TWGCE_bit
0x0023       [0]    TWD3_bit
0x0023       [0]    TWD6_bit
0x0023       [0]    TWD7_bit
0x0023       [0]    TWD4_bit
0x0023       [0]    TWD5_bit
0x0023       [0]    TWD1_bit
0x0023       [0]    TWD2_bit
0x0023       [1]    TWDR
0x0023       [0]    TWD0_bit
0x0024       [0]    ADCL2_bit
0x0024       [0]    ADCL1_bit
0x0024       [0]    ADCL6_bit
0x0024       [0]    ADCL5_bit
0x0024       [0]    ADCL4_bit
0x0024       [0]    ADCL3_bit
0x0024       [0]    ADCL0_bit
0x0024       [1]    ADCL
0x0024       [0]    ADCL7_bit
0x0025       [0]    ADCH2_bit
0x0025       [0]    ADCH1_bit
0x0025       [0]    ADCH0_bit
0x0025       [0]    ADCH7_bit
0x0025       [0]    ADCH5_bit
0x0025       [1]    ADCH
0x0025       [0]    ADCH6_bit
0x0025       [0]    ADCH3_bit
0x0025       [0]    ADCH4_bit
0x0026       [0]    ADPS1_bit
0x0026       [0]    ADPS0_bit
0x0026       [0]    ADIE_bit
0x0026       [1]    ADCSRA
0x0026       [0]    ADPS2_bit
0x0026       [0]    ADSC_bit
0x0026       [0]    ADATE_bit
0x0026       [0]    ADEN_bit
0x0026       [0]    ADIF_bit
0x0027       [0]    MUX2_bit
0x0027       [0]    REFS0_bit
0x0027       [0]    ADLAR_bit
0x0027       [1]    ADMUX
0x0027       [0]    MUX1_bit
0x0027       [0]    REFS1_bit
0x0027       [0]    MUX3_bit
0x0027       [0]    MUX0_bit
0x0027       [0]    MUX4_bit
0x0028       [0]    ACIS0_bit
0x0028       [1]    ACSR
0x0028       [0]    ACD_bit
0x0028       [0]    ACBG_bit
0x0028       [0]    ACIC_bit
0x0028       [0]    ACIS1_bit
0x0028       [0]    ACIE_bit
0x0028       [0]    ACO_bit
0x0028       [0]    ACI_bit
0x0029       [0]    UBRR3_bit
0x0029       [0]    UBRR6_bit
0x0029       [0]    UBRR5_bit
0x0029       [0]    UBRR4_bit
0x0029       [1]    UBRRL
0x0029       [0]    UBRR7_bit
0x0029       [0]    UBRR0_bit
0x0029       [0]    UBRR2_bit
0x0029       [0]    UBRR1_bit
0x002A       [0]    RXCIE_bit
0x002A       [0]    UCSZ2_bit
0x002A       [0]    TXB8_bit
0x002A       [1]    UCSR0B
0x002A       [0]    RXB8_bit
0x002A       [0]    RXEN_bit
0x002A       [1]    UCSRB
0x002A       [0]    UDRIE_bit
0x002A       [0]    TXCIE_bit
0x002A       [0]    TXEN_bit
0x002B       [0]    UDRE0_bit
0x002B       [0]    TXC_bit
0x002B       [0]    RXC0_bit
0x002B       [0]    UDRE_bit
0x002B       [0]    TXC0_bit
0x002B       [0]    U2X_bit
0x002B       [0]    MPCM_bit
0x002B       [1]    UCSRA
0x002B       [0]    UPE_bit
0x002B       [0]    FE_bit
0x002B       [0]    DOR_bit
0x002B       [0]    RXC_bit
0x002C       [0]    UDR6_bit
0x002C       [0]    UDR7_bit
0x002C       [0]    UDR1_bit
0x002C       [0]    UDR2_bit
0x002C       [0]    UDR0__bit
0x002C       [1]    UDR
0x002C       [0]    UDR4_bit
0x002C       [0]    UDR5_bit
0x002C       [0]    UDR3_bit
0x002C       [1]    UDR0
0x002D       [0]    CPOL_bit
0x002D       [0]    CPHA_bit
0x002D       [1]    SPCR
0x002D       [0]    SPR0_bit
0x002D       [0]    SPR1_bit
0x002D       [0]    DORD_bit
0x002D       [0]    MSTR_bit
0x002D       [0]    SPIE_bit
0x002D       [0]    SPE_bit
0x002E       [0]    WCOL_bit
0x002E       [0]    SPIF_bit
0x002E       [1]    SPSR
0x002E       [0]    SPI2X_bit
0x002F       [0]    SPDR3_bit
0x002F       [0]    SPDR0_bit
0x002F       [0]    SPDR6_bit
0x002F       [0]    SPDR7_bit
0x002F       [0]    SPDR1_bit
0x002F       [1]    SPDR
0x002F       [0]    SPDR2_bit
0x002F       [0]    SPDR4_bit
0x002F       [0]    SPDR5_bit
0x0030       [0]    PIND2_bit
0x0030       [0]    PIND1_bit
0x0030       [0]    PIND7_bit
0x0030       [1]    PIND
0x0030       [0]    PIND5_bit
0x0030       [0]    PIND4_bit
0x0030       [0]    PIND6_bit
0x0030       [0]    PIND3_bit
0x0030       [0]    PIND0_bit
0x0031       [0]    DDD3_bit
0x0031       [0]    DDD5_bit
0x0031       [0]    DDD6_bit
0x0031       [0]    DDD4_bit
0x0031       [0]    DDD7_bit
0x0031       [0]    DDD0_bit
0x0031       [1]    DDRD
0x0031       [0]    DDD2_bit
0x0031       [0]    DDD1_bit
0x0032       [0]    PORTD1_bit
0x0032       [0]    PORTD2_bit
0x0032       [1]    PORTD
0x0032       [0]    PORTD0_bit
0x0032       [0]    PORTD3_bit
0x0032       [0]    PORTD6_bit
0x0032       [0]    PORTD7_bit
0x0032       [0]    PORTD4_bit
0x0032       [0]    PORTD5_bit
0x0033       [1]    PINC
0x0033       [0]    PINC7_bit
0x0033       [0]    PINC0_bit
0x0033       [0]    PINC1_bit
0x0033       [0]    PINC3_bit
0x0033       [0]    PINC5_bit
0x0033       [0]    PINC4_bit
0x0033       [0]    PINC6_bit
0x0033       [0]    PINC2_bit
0x0034       [1]    DDRC
0x0034       [0]    DDC0_bit
0x0034       [0]    LCD_RS_Direction
0x0034       [0]    DDC1_bit
0x0034       [0]    LCD_D4_Direction
0x0034       [0]    DDC6_bit
0x0034       [0]    DDC7_bit
0x0034       [0]    LCD_D5_Direction
0x0034       [0]    LCD_D7_Direction
0x0034       [0]    DDC5_bit
0x0034       [0]    DDC3_bit
0x0034       [0]    DDC2_bit
0x0034       [0]    DDC4_bit
0x0034       [0]    LCD_D6_Direction
0x0034       [0]    LCD_EN_Direction
0x0035       [0]    PORTC2_bit
0x0035       [0]    PORTC3_bit
0x0035       [0]    PORTC7_bit
0x0035       [0]    LCD_RS
0x0035       [0]    PORTC0_bit
0x0035       [0]    PORTC5_bit
0x0035       [0]    PORTC1_bit
0x0035       [1]    PORTC
0x0035       [0]    PORTC4_bit
0x0035       [0]    LCD_D6
0x0035       [0]    LCD_D4
0x0035       [0]    PORTC6_bit
0x0035       [0]    LCD_EN
0x0035       [0]    LCD_D7
0x0035       [0]    LCD_D5
0x0036       [0]    PINB0_bit
0x0036       [0]    PINB1_bit
0x0036       [0]    PINB7_bit
0x0036       [0]    PINB3_bit
0x0036       [0]    PINB2_bit
0x0036       [0]    PINB4_bit
0x0036       [0]    PINB5_bit
0x0036       [1]    PINB
0x0036       [0]    PINB6_bit
0x0037       [0]    DDB7_bit
0x0037       [1]    DDRB
0x0037       [0]    DDB0_bit
0x0037       [0]    DDB6_bit
0x0037       [0]    DDB1_bit
0x0037       [0]    DDB4_bit
0x0037       [0]    DDB5_bit
0x0037       [0]    DDB3_bit
0x0037       [0]    DDB2_bit
0x0038       [0]    PORTB2_bit
0x0038       [0]    PORTB5_bit
0x0038       [0]    PORTB4_bit
0x0038       [0]    PORTB7_bit
0x0038       [0]    PORTB6_bit
0x0038       [0]    PORTB1_bit
0x0038       [1]    PORTB
0x0038       [0]    PORTB0_bit
0x0038       [0]    PORTB3_bit
0x0039       [0]    PINA7_bit
0x0039       [0]    PINA1_bit
0x0039       [0]    PINA2_bit
0x0039       [1]    PINA
0x0039       [0]    PINA0_bit
0x0039       [0]    PINA5_bit
0x0039       [0]    PINA6_bit
0x0039       [0]    PINA3_bit
0x0039       [0]    PINA4_bit
0x003A       [0]    DDA1_bit
0x003A       [0]    DDA2_bit
0x003A       [1]    DDRA
0x003A       [0]    DDA0_bit
0x003A       [0]    DDA3_bit
0x003A       [0]    DDA6_bit
0x003A       [0]    DDA7_bit
0x003A       [0]    DDA4_bit
0x003A       [0]    DDA5_bit
0x003B       [0]    PORTA5_bit
0x003B       [0]    PORTA4_bit
0x003B       [0]    PORTA7_bit
0x003B       [0]    PORTA6_bit
0x003B       [0]    PORTA3_bit
0x003B       [0]    PORTA0_bit
0x003B       [1]    PORTA
0x003B       [0]    PORTA2_bit
0x003B       [0]    PORTA1_bit
0x003C       [0]    EERE_bit
0x003C       [1]    EECR
0x003C       [0]    EEWE_bit
0x003C       [0]    EERIE_bit
0x003C       [0]    EEMWE_bit
0x003D       [0]    EEDR1_bit
0x003D       [0]    EEDR2_bit
0x003D       [1]    EEDR
0x003D       [0]    EEDR0_bit
0x003D       [0]    EEDR3_bit
0x003D       [0]    EEDR6_bit
0x003D       [0]    EEDR7_bit
0x003D       [0]    EEDR4_bit
0x003D       [0]    EEDR5_bit
0x003E       [0]    EEAR1_bit
0x003E       [0]    EEAR2_bit
0x003E       [0]    EEAR0_bit
0x003E       [1]    EEARL
0x003E       [0]    EEAR6_bit
0x003E       [0]    EEAR7_bit
0x003E       [0]    EEAR5_bit
0x003E       [0]    EEAR3_bit
0x003E       [0]    EEAR4_bit
0x003F       [1]    EEARH
0x003F       [0]    EEAR8_bit
0x0040       [0]    UBRR11_bit
0x0040       [1]    UCSR0C
0x0040       [1]    UCSRC
0x0040       [0]    UBRR10_bit
0x0040       [1]    UBRRH
0x0040       [0]    UBRR8_bit
0x0040       [0]    UBRR9_bit
0x0040       [0]    UPM1_bit
0x0040       [0]    UPM0_bit
0x0040       [0]    URSEL_bit
0x0040       [0]    UMSEL_bit
0x0040       [0]    UCSZ0_bit
0x0040       [0]    UCPOL_bit
0x0040       [0]    USBS_bit
0x0040       [0]    UCSZ1_bit
0x0041       [0]    WDP0_bit
0x0041       [1]    WDTCR
0x0041       [0]    WDP1_bit
0x0041       [0]    WDTOE_bit
0x0041       [0]    WDE_bit
0x0041       [0]    WDP2_bit
0x0042       [0]    TCR2UB_bit
0x0042       [1]    ASSR
0x0042       [0]    AS2_bit
0x0042       [0]    TCN2UB_bit
0x0042       [0]    OCR2UB_bit
0x0043       [0]    OCR2_1_bit
0x0043       [0]    OCR2_2_bit
0x0043       [1]    OCR2
0x0043       [0]    OCR2_0_bit
0x0043       [0]    OCR2_6_bit
0x0043       [0]    OCR2_7_bit
0x0043       [0]    OCR2_5_bit
0x0043       [0]    OCR2_3_bit
0x0043       [0]    OCR2_4_bit
0x0044       [0]    TCNT2_1_bit
0x0044       [0]    TCNT2_2_bit
0x0044       [1]    TCNT2
0x0044       [0]    TCNT2_0_bit
0x0044       [0]    TCNT2_6_bit
0x0044       [0]    TCNT2_7_bit
0x0044       [0]    TCNT2_5_bit
0x0044       [0]    TCNT2_3_bit
0x0044       [0]    TCNT2_4_bit
0x0045       [0]    CS21_bit
0x0045       [0]    CS22_bit
0x0045       [1]    TCCR2
0x0045       [0]    CS20_bit
0x0045       [0]    WGM20_bit
0x0045       [0]    FOC2_bit
0x0045       [0]    COM21_bit
0x0045       [0]    WGM21_bit
0x0045       [0]    COM20_bit
0x0046       [0]    ICR1L1_bit
0x0046       [0]    ICR1L2_bit
0x0046       [1]    ICR1L
0x0046       [0]    ICR1L0_bit
0x0046       [0]    ICR1L6_bit
0x0046       [0]    ICR1L7_bit
0x0046       [0]    ICR1L5_bit
0x0046       [0]    ICR1L3_bit
0x0046       [0]    ICR1L4_bit
0x0047       [0]    ICR1H1_bit
0x0047       [0]    ICR1H2_bit
0x0047       [1]    ICR1H
0x0047       [0]    ICR1H0_bit
0x0047       [0]    ICR1H6_bit
0x0047       [0]    ICR1H7_bit
0x0047       [0]    ICR1H5_bit
0x0047       [0]    ICR1H3_bit
0x0047       [0]    ICR1H4_bit
0x0048       [0]    OCR1BL1_bit
0x0048       [0]    OCR1BL2_bit
0x0048       [1]    OCR1BL
0x0048       [0]    OCR1BL0_bit
0x0048       [0]    OCR1BL6_bit
0x0048       [0]    OCR1BL7_bit
0x0048       [0]    OCR1BL5_bit
0x0048       [0]    OCR1BL3_bit
0x0048       [0]    OCR1BL4_bit
0x0049       [0]    OCR1BH1_bit
0x0049       [0]    OCR1BH2_bit
0x0049       [1]    OCR1BH
0x0049       [0]    OCR1BH0_bit
0x0049       [0]    OCR1BH6_bit
0x0049       [0]    OCR1BH7_bit
0x0049       [0]    OCR1BH5_bit
0x0049       [0]    OCR1BH3_bit
0x0049       [0]    OCR1BH4_bit
0x004A       [0]    OCR1AL1_bit
0x004A       [0]    OCR1AL2_bit
0x004A       [1]    OCR1AL
0x004A       [0]    OCR1AL0_bit
0x004A       [0]    OCR1AL6_bit
0x004A       [0]    OCR1AL7_bit
0x004A       [0]    OCR1AL5_bit
0x004A       [0]    OCR1AL3_bit
0x004A       [0]    OCR1AL4_bit
0x004B       [0]    OCR1AH1_bit
0x004B       [0]    OCR1AH2_bit
0x004B       [1]    OCR1AH
0x004B       [0]    OCR1AH0_bit
0x004B       [0]    OCR1AH6_bit
0x004B       [0]    OCR1AH7_bit
0x004B       [0]    OCR1AH5_bit
0x004B       [0]    OCR1AH3_bit
0x004B       [0]    OCR1AH4_bit
0x004C       [0]    TCNT1L1_bit
0x004C       [0]    TCNT1L2_bit
0x004C       [1]    TCNT1L
0x004C       [0]    TCNT1L0_bit
0x004C       [0]    TCNT1L6_bit
0x004C       [0]    TCNT1L7_bit
0x004C       [0]    TCNT1L5_bit
0x004C       [0]    TCNT1L3_bit
0x004C       [0]    TCNT1L4_bit
0x004D       [0]    TCNT1H1_bit
0x004D       [0]    TCNT1H2_bit
0x004D       [1]    TCNT1H
0x004D       [0]    TCNT1H0_bit
0x004D       [0]    TCNT1H6_bit
0x004D       [0]    TCNT1H7_bit
0x004D       [0]    TCNT1H5_bit
0x004D       [0]    TCNT1H3_bit
0x004D       [0]    TCNT1H4_bit
0x004E       [0]    CS11_bit
0x004E       [0]    CS10_bit
0x004E       [1]    TCCR1B
0x004E       [0]    CS12_bit
0x004E       [0]    ICES1_bit
0x004E       [0]    ICNC1_bit
0x004E       [0]    WGM12_bit
0x004E       [0]    WGM13_bit
0x004F       [0]    WGM11_bit
0x004F       [0]    FOC1B_bit
0x004F       [1]    TCCR1A
0x004F       [0]    WGM10_bit
0x004F       [0]    COM1A0_bit
0x004F       [0]    COM1A1_bit
0x004F       [0]    COM1B1_bit
0x004F       [0]    FOC1A_bit
0x004F       [0]    COM1B0_bit
0x0050       [0]    PSR2_bit
0x0050       [0]    PSR10_bit
0x0050       [1]    SFIOR
0x0050       [0]    PUD_bit
0x0050       [0]    ADTS1_bit
0x0050       [0]    ADTS2_bit
0x0050       [0]    ACME_bit
0x0050       [0]    ADTS0_bit
0x0051       [0]    CAL4_bit
0x0051       [0]    CAL3_bit
0x0051       [0]    CAL6_bit
0x0051       [0]    CAL5_bit
0x0051       [0]    CAL0_bit
0x0051       [1]    OSCCAL
0x0051       [0]    CAL2_bit
0x0051       [0]    CAL1_bit
0x0051       [0]    CAL7_bit
0x0051       [0]    OCDR5_bit
0x0051       [0]    OCDR4_bit
0x0051       [0]    OCDR7_bit
0x0051       [0]    OCDR6_bit
0x0051       [0]    OCDR3_bit
0x0051       [0]    OCDR0_bit
0x0051       [1]    OCDR
0x0051       [0]    OCDR2_bit
0x0051       [0]    OCDR1_bit
0x0052       [0]    TCNT0_1_bit
0x0052       [0]    TCNT0_2_bit
0x0052       [1]    TCNT0
0x0052       [0]    TCNT0_0_bit
0x0052       [0]    TCNT0_7_bit
0x0052       [0]    TCNT0_6_bit
0x0052       [0]    TCNT0_5_bit
0x0052       [0]    TCNT0_3_bit
0x0052       [0]    TCNT0_4_bit
0x0053       [0]    CS02_bit
0x0053       [0]    WGM01_bit
0x0053       [1]    TCCR0
0x0053       [0]    CS00_bit
0x0053       [0]    CS01_bit
0x0053       [0]    COM00_bit
0x0053       [0]    FOC0_bit
0x0053       [0]    WGM00_bit
0x0053       [0]    COM01_bit
0x0054       [0]    EXTRF_bit
0x0054       [0]    BORF_bit
0x0054       [1]    MCUCSR
0x0054       [0]    PORF_bit
0x0054       [0]    ISC2_bit
0x0054       [0]    WDRF_bit
0x0054       [0]    JTD_bit
0x0054       [0]    JTRF_bit
0x0055       [0]    ISC10_bit
0x0055       [0]    ISC11_bit
0x0055       [0]    SM0_bit
0x0055       [1]    MCUCR
0x0055       [0]    ISC00_bit
0x0055       [0]    ISC01_bit
0x0055       [0]    SM2_bit
0x0055       [0]    SE_bit
0x0055       [0]    SM1_bit
0x0056       [0]    TWWC_bit
0x0056       [0]    TWSTO_bit
0x0056       [0]    TWEN_bit
0x0056       [1]    TWCR
0x0056       [0]    TWIE_bit
0x0056       [0]    TWSTA_bit
0x0056       [0]    TWINT_bit
0x0056       [0]    TWEA_bit
0x0057       [0]    PGWRT_bit
0x0057       [0]    BLBSET_bit
0x0057       [0]    PGERS_bit
0x0057       [1]    SPMCSR
0x0057       [0]    SPMEN_bit
0x0057       [0]    RWWSRE_bit
0x0057       [0]    SPMIE_bit
0x0057       [0]    RWWSB_bit
0x0058       [1]    TIFR
0x0058       [0]    OCF1B_bit
0x0058       [0]    OCF1A_bit
0x0058       [0]    OCF0_bit
