;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 5/10/2017 9:00:36 AM
;----------------------------------------------

;Address Opcode 	ASM
0x0376	0xC002    	RJMP       L_Lcd_Cmd0
;__Lib_Lcd.c,45 :: 		
0x0378	0xDEF9    	RCALL      _Delay_5500us+0
0x037A	0xC001    	RJMP       L_Lcd_Cmd1
L_Lcd_Cmd0:
;__Lib_Lcd.c,47 :: 		
0x037C	0xDEFF    	RCALL      _Delay_50us+0
L_Lcd_Cmd1:
;__Lib_Lcd.c,48 :: 		
L_end_Lcd_Cmd:
0x037E	0x9508    	RET
; end of _Lcd_Cmd
_Delay_50us:
;__Lib_Delays.c,18 :: 		void Delay_50us() {
;__Lib_Delays.c,19 :: 		Delay_us(50);
0x017C	0xE012    	LDI        R17, 2
0x017E	0xE009    	LDI        R16, 9
L_Delay_50us6:
0x0180	0x950A    	DEC        R16
0x0182	0xF7F1    	BRNE       L_Delay_50us6
0x0184	0x951A    	DEC        R17
0x0186	0xF7E1    	BRNE       L_Delay_50us6
;__Lib_Delays.c,20 :: 		}
L_end_Delay_50us:
0x0188	0x9508    	RET
; end of _Delay_50us
_Lcd_Out:
;__Lib_Lcd.c,184 :: 		
;__Lib_Lcd.c,187 :: 		
0x0380	0x922F    	PUSH       R2
0x0382	0xC00F    	RJMP       L_Lcd_Out11
;__Lib_Lcd.c,188 :: 		
L_Lcd_Out13:
0x0384	0xE8B0    	LDI        R27, 128
0x0386	0x2E2B    	MOV        R2, R27
0x0388	0xC019    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,189 :: 		
L_Lcd_Out14:
0x038A	0xECB0    	LDI        R27, 192
0x038C	0x2E2B    	MOV        R2, R27
0x038E	0xC016    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,190 :: 		
L_Lcd_Out15:
0x0390	0xE9B4    	LDI        R27, 148
0x0392	0x2E2B    	MOV        R2, R27
0x0394	0xC013    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,191 :: 		
L_Lcd_Out16:
0x0396	0xEDB4    	LDI        R27, 212
0x0398	0x2E2B    	MOV        R2, R27
0x039A	0xC010    	RJMP       L_Lcd_Out12
;__Lib_Lcd.c,192 :: 		
L_Lcd_Out17:
0x039C	0xE8B0    	LDI        R27, 128
0x039E	0x2E2B    	MOV        R2, R27
;__Lib_Lcd.c,193 :: 		
0x03A0	0xC00D    	RJMP       L_Lcd_Out12
L_Lcd_Out11:
0x03A2	0xE0B1    	LDI        R27, 1
0x03A4	0x162B    	CP         R2, R27
0x03A6	0xF371    	BREQ       L_Lcd_Out13
L__Lcd_Out35:
0x03A8	0xE0B2    	LDI        R27, 2
0x03AA	0x162B    	CP         R2, R27
0x03AC	0xF371    	BREQ       L_Lcd_Out14
L__Lcd_Out36:
0x03AE	0xE0B3    	LDI        R27, 3
0x03B0	0x162B    	CP         R2, R27
0x03B2	0xF371    	BREQ       L_Lcd_Out15
L__Lcd_Out37:
0x03B4	0xE0B4    	LDI        R27, 4
0x03B6	0x162B    	CP         R2, R27
0x03B8	0xF371    	BREQ       L_Lcd_Out16
L__Lcd_Out38:
0x03BA	0xCFF0    	RJMP       L_Lcd_Out17
L_Lcd_Out12:
;__Lib_Lcd.c,194 :: 		
0x03BC	0x2D03    	MOV        R16, R3
0x03BE	0x5001    	SUBI       R16, 1
0x03C0	0x0D02    	ADD        R16, R2
0x03C2	0x2E20    	MOV        R2, R16
;__Lib_Lcd.c,196 :: 		
0x03C4	0x2E20    	MOV        R2, R16
0x03C6	0xDF7A    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,197 :: 		
0x03C8	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x03CC	0x7FBE    	CBR        R27, 1
0x03CE	0x008093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,198 :: 		
; i start address is: 17 (R17)
0x03D2	0xE010    	LDI        R17, 0
; i end address is: 17 (R17)
;__Lib_Lcd.c,199 :: 		
L_Lcd_Out18:
; i start address is: 17 (R17)
0x03D4	0x2FE1    	MOV        R30, R17
0x03D6	0xE0F0    	LDI        R31, 0
0x03D8	0x0DE4    	ADD        R30, R4
0x03DA	0x1DF5    	ADC        R31, R5
0x03DC	0x8100    	LD         R16, Z
0x03DE	0x2300    	TST        R16
0x03E0	0xF079    	BREQ       L_Lcd_Out19
L__Lcd_Out39:
;__Lib_Lcd.c,200 :: 		
0x03E2	0x2FE1    	MOV        R30, R17
0x03E4	0xE0F0    	LDI        R31, 0
0x03E6	0x0DE4    	ADD        R30, R4
0x03E8	0x1DF5    	ADC        R31, R5
0x03EA	0x8100    	LD         R16, Z
0x03EC	0x931F    	PUSH       R17
0x03EE	0x922F    	PUSH       R2
0x03F0	0x2E20    	MOV        R2, R16
0x03F2	0xDE8E    	RCALL      _Lcd_Chr_CP+0
0x03F4	0x902F    	POP        R2
0x03F6	0x911F    	POP        R17
0x03F8	0x2F01    	MOV        R16, R17
0x03FA	0x5F0F    	SUBI       R16, 255
0x03FC	0x2F10    	MOV        R17, R16
; i end address is: 17 (R17)
0x03FE	0xCFEA    	RJMP       L_Lcd_Out18
L_Lcd_Out19:
;__Lib_Lcd.c,201 :: 		
0x0400	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0404	0x60B1    	SBR        R27, 1
0x0406	0x008093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,202 :: 		
L_end_Lcd_Out:
0x040A	0x902F    	POP        R2
0x040C	0x9508    	RET
; end of _Lcd_Out
_Lcd_Chr_CP:
;__Lib_Lcd.c,50 :: 		
;__Lib_Lcd.c,52 :: 		
0x0110	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0114	0x7FBE    	CBR        R27, 1
0x0116	0x008093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,53 :: 		
0x011A	0xD0D0    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,54 :: 		
0x011C	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x0120	0x60B1    	SBR        R27, 1
0x0122	0x008093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,55 :: 		
L_end_Lcd_Chr_CP:
0x0126	0x9508    	RET
; end of _Lcd_Chr_CP
_ADC_Read:
;__Lib_ADC.c,46 :: 		
;__Lib_ADC.c,47 :: 		
0x0662	0xDFEC    	RCALL      _ADC_Init+0
;__Lib_ADC.c,48 :: 		
0x0664	0xDD61    	RCALL      _ADC_Get_Sample+0
;__Lib_ADC.c,49 :: 		
L_end_ADC_Read:
0x0666	0x9508    	RET
; end of _ADC_Read
_ADC_Get_Sample:
;__Lib_ADC.c,28 :: 		
;__Lib_ADC.c,31 :: 		
0x0128	0xB107    	IN         R16, ADMUX+0
0x012A	0x7E00    	ANDI       R16, 224
0x012C	0x2902    	OR         R16, R2
0x012E	0xB907    	OUT        ADMUX+0, R16
;__Lib_ADC.c,36 :: 		
0x0130	0xB1B6    	IN         R27, ADSC_bit+0
0x0132	0x64B0    	SBR        R27, 64
0x0134	0xB9B6    	OUT        ADSC_bit+0, R27
;__Lib_ADC.c,38 :: 		
L_ADC_Get_Sample0:
0x0136	0xB1B6    	IN         R27, ADSC_bit+0
0x0138	0xFFB6    	SBRS       R27, 6
0x013A	0xC001    	RJMP       L_ADC_Get_Sample1
;__Lib_ADC.c,39 :: 		
0x013C	0xCFFC    	RJMP       L_ADC_Get_Sample0
L_ADC_Get_Sample1:
;__Lib_ADC.c,41 :: 		
; temp start address is: 18 (R18)
0x013E	0xB124    	IN         R18, ADCL+0
0x0140	0xE030    	LDI        R19, 0
;__Lib_ADC.c,42 :: 		
0x0142	0xB105    	IN         R16, ADCH+0
0x0144	0x2F10    	MOV        R17, R16
0x0146	0x2700    	CLR        R16
0x0148	0x2B02    	OR         R16, R18
0x014A	0x2B13    	OR         R17, R19
; temp end address is: 18 (R18)
;__Lib_ADC.c,43 :: 		
L_end_ADC_Get_Sample:
0x014C	0x9508    	RET
; end of _ADC_Get_Sample
_Lcd_Chr:
;__Lib_Lcd.c,65 :: 		
;__Lib_Lcd.c,66 :: 		
0x0668	0x922F    	PUSH       R2
0x066A	0xC00F    	RJMP       L_Lcd_Chr4
;__Lib_Lcd.c,67 :: 		
L_Lcd_Chr6:
0x066C	0xE8B0    	LDI        R27, 128
0x066E	0x2E2B    	MOV        R2, R27
0x0670	0xC019    	RJMP       L_Lcd_Chr5
;__Lib_Lcd.c,68 :: 		
L_Lcd_Chr7:
0x0672	0xECB0    	LDI        R27, 192
0x0674	0x2E2B    	MOV        R2, R27
0x0676	0xC016    	RJMP       L_Lcd_Chr5
;__Lib_Lcd.c,69 :: 		
L_Lcd_Chr8:
0x0678	0xE9B4    	LDI        R27, 148
0x067A	0x2E2B    	MOV        R2, R27
0x067C	0xC013    	RJMP       L_Lcd_Chr5
;__Lib_Lcd.c,70 :: 		
L_Lcd_Chr9:
0x067E	0xEDB4    	LDI        R27, 212
0x0680	0x2E2B    	MOV        R2, R27
0x0682	0xC010    	RJMP       L_Lcd_Chr5
;__Lib_Lcd.c,71 :: 		
L_Lcd_Chr10:
0x0684	0xE8B0    	LDI        R27, 128
0x0686	0x2E2B    	MOV        R2, R27
;__Lib_Lcd.c,72 :: 		
0x0688	0xC00D    	RJMP       L_Lcd_Chr5
L_Lcd_Chr4:
0x068A	0xE0B1    	LDI        R27, 1
0x068C	0x162B    	CP         R2, R27
0x068E	0xF371    	BREQ       L_Lcd_Chr6
L__Lcd_Chr29:
0x0690	0xE0B2    	LDI        R27, 2
0x0692	0x162B    	CP         R2, R27
0x0694	0xF371    	BREQ       L_Lcd_Chr7
L__Lcd_Chr30:
0x0696	0xE0B3    	LDI        R27, 3
0x0698	0x162B    	CP         R2, R27
0x069A	0xF371    	BREQ       L_Lcd_Chr8
L__Lcd_Chr31:
0x069C	0xE0B4    	LDI        R27, 4
0x069E	0x162B    	CP         R2, R27
0x06A0	0xF371    	BREQ       L_Lcd_Chr9
L__Lcd_Chr32:
0x06A2	0xCFF0    	RJMP       L_Lcd_Chr10
L_Lcd_Chr5:
;__Lib_Lcd.c,74 :: 		
0x06A4	0x2D03    	MOV        R16, R3
0x06A6	0x5001    	SUBI       R16, 1
0x06A8	0x0D02    	ADD        R16, R2
0x06AA	0x2E20    	MOV        R2, R16
;__Lib_Lcd.c,76 :: 		
0x06AC	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x06B0	0x60B1    	SBR        R27, 1
0x06B2	0x008093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,77 :: 		
0x06B6	0x2E20    	MOV        R2, R16
0x06B8	0xDE01    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,79 :: 		
0x06BA	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x06BE	0x7FBE    	CBR        R27, 1
0x06C0	0x008093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,80 :: 		
0x06C4	0x2C24    	MOV        R2, R4
0x06C6	0xDDFA    	RCALL      _Lcd_Cmd+0
;__Lib_Lcd.c,81 :: 		
0x06C8	0x008091B0  	LDS        R27, __Lib_Lcd_cmd_status+0
0x06CC	0x60B1    	SBR        R27, 1
0x06CE	0x008093B0  	STS        __Lib_Lcd_cmd_status+0, R27
;__Lib_Lcd.c,82 :: 		
L_end_Lcd_Chr:
0x06D2	0x902F    	POP        R2
0x06D4	0x9508    	RET
; end of _Lcd_Chr
___CC2DW:
;__Lib_System.c,25 :: 		
;__Lib_System.c,27 :: 		
L_loopDW:
;__Lib_System.c,28 :: 		
0x0652	0x9005    	LPM        R0, Z+
;__Lib_System.c,29 :: 		
0x0654	0x920D    	ST         X+, R0
;__Lib_System.c,30 :: 		
0x0656	0x9701    	SBIW       R24, 1
;__Lib_System.c,31 :: 		
0x0658	0xF7E1    	BRNE       L_loopDW
;__Lib_System.c,33 :: 		
L_end___CC2DW:
0x065A	0x9508    	RET
; end of ___CC2DW
_float_ulong2fp:
;__Lib_MathDouble.c,129 :: 		
;__Lib_MathDouble.c,131 :: 		
0x065C	0x9468    	BSET       6
;__Lib_MathDouble.c,133 :: 		
0x065E	0xDD77    	RCALL      _float_long2fp+0
;__Lib_MathDouble.c,134 :: 		
L_end_float_ulong2fp:
0x0660	0x9508    	RET
; end of _float_ulong2fp
_float_long2fp:
;__Lib_MathDouble.c,105 :: 		
;__Lib_MathDouble.c,107 :: 		
0x014E	0xE147    	LDI        R20, 23
;__Lib_MathDouble.c,108 :: 		
0x0150	0x2766    	CLR        R22
;__Lib_MathDouble.c,109 :: 		
0x0152	0x2755    	CLR        R21
;__Lib_MathDouble.c,110 :: 		
0x0154	0xF026    	BRTS       L00FC
;__Lib_MathDouble.c,111 :: 		
0x0156	0x2333    	TST        R19
;__Lib_MathDouble.c,112 :: 		
0x0158	0xF412    	BRPL       L00FC
;__Lib_MathDouble.c,114 :: 		
0x015A	0xDF8E    	RCALL      _float_neg32+0
;__Lib_MathDouble.c,116 :: 		
0x015C	0xE860    	LDI        R22, 128
;__Lib_MathDouble.c,117 :: 		
L00FC:
;__Lib_MathDouble.c,119 :: 		
0x015E	0xDFAA    	RCALL      _float_normalize_and_pack+0
;__Lib_MathDouble.c,120 :: 		
L_end_float_long2fp:
0x0160	0x9508    	RET
; end of _float_long2fp
_float_neg32:
;__Lib_MathDouble.c,4 :: 		
;__Lib_MathDouble.c,6 :: 		
0x0078	0x9500    	COM        R16
;__Lib_MathDouble.c,7 :: 		
0x007A	0x9510    	COM        R17
;__Lib_MathDouble.c,8 :: 		
0x007C	0x9520    	COM        R18
;__Lib_MathDouble.c,9 :: 		
0x007E	0x9530    	COM        R19
;__Lib_MathDouble.c,10 :: 		
0x0080	0x5F0F    	SUBI       R16, 255
;__Lib_MathDouble.c,11 :: 		
0x0082	0x4F1F    	SBCI       R17, 255
;__Lib_MathDouble.c,12 :: 		
0x0084	0x4F2F    	SBCI       R18, 255
;__Lib_MathDouble.c,13 :: 		
0x0086	0x4F3F    	SBCI       R19, 255
;__Lib_MathDouble.c,15 :: 		
L_end_float_neg32:
0x0088	0x9508    	RET
; end of _float_neg32
_float_normalize_and_pack:
;__Lib_MathDouble.c,45 :: 		
;__Lib_MathDouble.c,46 :: 		
0x00B4	0xDFCF    	RCALL      _float_tstr16_r19+0
;__Lib_MathDouble.c,48 :: 		
0x00B6	0xF111    	BREQ       L0196
;__Lib_MathDouble.c,49 :: 		
0x00B8	0x939F    	PUSH       R25
;__Lib_MathDouble.c,50 :: 		
0x00BA	0x938F    	PUSH       R24
;__Lib_MathDouble.c,51 :: 		
0x00BC	0xE78E    	LDI        R24, 126
;__Lib_MathDouble.c,52 :: 		
0x00BE	0xE090    	LDI        R25, 0
;__Lib_MathDouble.c,53 :: 		
L0178:
;__Lib_MathDouble.c,54 :: 		
0x00C0	0x2333    	TST        R19
;__Lib_MathDouble.c,55 :: 		
0x00C2	0xF051    	BREQ       L0184
;__Lib_MathDouble.c,56 :: 		
0x00C4	0x9536    	LSR        R19
;__Lib_MathDouble.c,57 :: 		
0x00C6	0x9527    	ROR        R18
;__Lib_MathDouble.c,58 :: 		
0x00C8	0x9517    	ROR        R17
;__Lib_MathDouble.c,59 :: 		
0x00CA	0x9507    	ROR        R16
;__Lib_MathDouble.c,60 :: 		
0x00CC	0x1748    	CP         R20, R24
;__Lib_MathDouble.c,61 :: 		
0x00CE	0x0759    	CPC        R21, R25
;__Lib_MathDouble.c,62 :: 		
0x00D0	0xF4B4    	BRGE       L0197
;__Lib_MathDouble.c,63 :: 		
0x00D2	0x5F4F    	SUBI       R20, 255
;__Lib_MathDouble.c,64 :: 		
0x00D4	0x4F5F    	SBCI       R21, 255
;__Lib_MathDouble.c,65 :: 		
0x00D6	0xCFF4    	RJMP       L0178
;__Lib_MathDouble.c,66 :: 		
L0184:
;__Lib_MathDouble.c,67 :: 		
0x00D8	0x9580    	COM        R24
;__Lib_MathDouble.c,68 :: 		
0x00DA	0x9590    	COM        R25
;__Lib_MathDouble.c,69 :: 		
0x00DC	0x9601    	ADIW       R24, 1
;__Lib_MathDouble.c,70 :: 		
L0187:
;__Lib_MathDouble.c,71 :: 		
0x00DE	0x2322    	TST        R18
;__Lib_MathDouble.c,72 :: 		
0x00E0	0xF09A    	BRMI       L019C
;__Lib_MathDouble.c,73 :: 		
0x00E2	0x0F00    	LSL        R16
;__Lib_MathDouble.c,74 :: 		
0x00E4	0x1F11    	ROL        R17
;__Lib_MathDouble.c,75 :: 		
0x00E6	0x1F22    	ROL        R18
;__Lib_MathDouble.c,76 :: 		
0x00E8	0x1748    	CP         R20, R24
;__Lib_MathDouble.c,77 :: 		
0x00EA	0x0759    	CPC        R21, R25
;__Lib_MathDouble.c,78 :: 		
0x00EC	0xF01C    	BRLT       L0192
;__Lib_MathDouble.c,79 :: 		
0x00EE	0x5041    	SUBI       R20, 1
;__Lib_MathDouble.c,80 :: 		
0x00F0	0x4050    	SBCI       R21, 0
;__Lib_MathDouble.c,81 :: 		
0x00F2	0xCFF5    	RJMP       L0187
;__Lib_MathDouble.c,82 :: 		
L0192:
;__Lib_MathDouble.c,83 :: 		
0x00F4	0x2700    	CLR        R16
;__Lib_MathDouble.c,84 :: 		
0x00F6	0x2711    	CLR        R17
;__Lib_MathDouble.c,85 :: 		
0x00F8	0x2722    	CLR        R18
;__Lib_MathDouble.c,86 :: 		
0x00FA	0x2733    	CLR        R19
;__Lib_MathDouble.c,87 :: 		
L0196:
;__Lib_MathDouble.c,88 :: 		
0x00FC	0xC008    	RJMP       L0196x
;__Lib_MathDouble.c,89 :: 		
L0197:
;__Lib_MathDouble.c,90 :: 		
0x00FE	0x2733    	CLR        R19
;__Lib_MathDouble.c,91 :: 		
0x0100	0xEF0F    	LDI        R16, 255
;__Lib_MathDouble.c,92 :: 		
0x0102	0x2F10    	MOV        R17, R16
;__Lib_MathDouble.c,93 :: 		
0x0104	0xE72F    	LDI        R18, 127
;__Lib_MathDouble.c,94 :: 		
0x0106	0x2F32    	MOV        R19, R18
;__Lib_MathDouble.c,95 :: 		
L019C:
;__Lib_MathDouble.c,96 :: 		
0x0108	0x918F    	POP        R24
;__Lib_MathDouble.c,97 :: 		
0x010A	0x919F    	POP        R25
;__Lib_MathDouble.c,99 :: 		
0x010C	0xDFAB    	RCALL      _float_pack+0
;__Lib_MathDouble.c,101 :: 		
L0196x:
;__Lib_MathDouble.c,103 :: 		
L_end_float_normalize_and_pack:
0x010E	0x9508    	RET
; end of _float_normalize_and_pack
_float_tstr16_r19:
;__Lib_MathDouble.c,17 :: 		
;__Lib_MathDouble.c,19 :: 		
0x0054	0x2300    	TST        R16
;__Lib_MathDouble.c,20 :: 		
0x0056	0xF429    	BRNE       L015C
;__Lib_MathDouble.c,21 :: 		
0x0058	0x2311    	TST        R17
;__Lib_MathDouble.c,22 :: 		
0x005A	0xF419    	BRNE       L015C
;__Lib_MathDouble.c,23 :: 		
0x005C	0x2322    	TST        R18
;__Lib_MathDouble.c,24 :: 		
0x005E	0xF409    	BRNE       L015C
;__Lib_MathDouble.c,25 :: 		
0x0060	0x2333    	TST        R19
;__Lib_MathDouble.c,26 :: 		
L015C:
;__Lib_MathDouble.c,28 :: 		
L_end_float_tstr16_r19:
0x0062	0x9508    	RET
; end of _float_tstr16_r19
_float_pack:
;__Lib_MathDouble.c,30 :: 		
;__Lib_MathDouble.c,31 :: 		
0x0064	0xDFF7    	RCALL      _float_tstr16_r19+0
;__Lib_MathDouble.c,33 :: 		
0x0066	0xF039    	BREQ       L01A7
;__Lib_MathDouble.c,34 :: 		
0x0068	0x5841    	SUBI       R20, 129
;__Lib_MathDouble.c,35 :: 		
0x006A	0x4F5F    	SBCI       R21, 255
;__Lib_MathDouble.c,36 :: 		
0x006C	0x2F34    	MOV        R19, R20
;__Lib_MathDouble.c,37 :: 		
0x006E	0x0F22    	LSL        R18
;__Lib_MathDouble.c,38 :: 		
0x0070	0x9536    	LSR        R19
;__Lib_MathDouble.c,39 :: 		
0x0072	0x9527    	ROR        R18
;__Lib_MathDouble.c,40 :: 		
0x0074	0x2B36    	OR         R19, R22
;__Lib_MathDouble.c,41 :: 		
L01A7:
;__Lib_MathDouble.c,43 :: 		
L_end_float_pack:
0x0076	0x9508    	RET
; end of _float_pack
_float_fpmul1:
;__Lib_MathDouble.c,483 :: 		
;__Lib_MathDouble.c,485 :: 		
0x0260	0x2E04    	MOV        R0, R20
;__Lib_MathDouble.c,486 :: 		
0x0262	0x2E15    	MOV        R1, R21
;__Lib_MathDouble.c,487 :: 		
0x0264	0x2E26    	MOV        R2, R22
;__Lib_MathDouble.c,488 :: 		
0x0266	0x2E37    	MOV        R3, R23
;__Lib_MathDouble.c,490 :: 		
0x0268	0xDF90    	RCALL      _float_fpmul+0
;__Lib_MathDouble.c,492 :: 		
0x026A	0x2E00    	MOV        R0, R16
;__Lib_MathDouble.c,493 :: 		
0x026C	0x2E11    	MOV        R1, R17
;__Lib_MathDouble.c,494 :: 		
0x026E	0x2E22    	MOV        R2, R18
;__Lib_MathDouble.c,495 :: 		
0x0270	0x2E33    	MOV        R3, R19
;__Lib_MathDouble.c,497 :: 		
L_end_float_fpmul1:
0x0272	0x9508    	RET
; end of _float_fpmul1
_float_fpmul:
;__Lib_MathDouble.c,407 :: 		
;__Lib_MathDouble.c,408 :: 		
0x018A	0xDF7F    	RCALL      _float_unpacku+0
;__Lib_MathDouble.c,410 :: 		
0x018C	0xF181    	BREQ       L0097
;__Lib_MathDouble.c,411 :: 		
0x018E	0x2EE6    	MOV        R14, R22
;__Lib_MathDouble.c,412 :: 		
0x0190	0x2ED5    	MOV        R13, R21
;__Lib_MathDouble.c,413 :: 		
0x0192	0x2EC4    	MOV        R12, R20
;__Lib_MathDouble.c,414 :: 		
0x0194	0x2EB3    	MOV        R11, R19
;__Lib_MathDouble.c,415 :: 		
0x0196	0x2EA2    	MOV        R10, R18
;__Lib_MathDouble.c,416 :: 		
0x0198	0x2E91    	MOV        R9, R17
;__Lib_MathDouble.c,417 :: 		
0x019A	0x2E80    	MOV        R8, R16
;__Lib_MathDouble.c,418 :: 		
0x019C	0x2D00    	MOV        R16, R0
;__Lib_MathDouble.c,419 :: 		
0x019E	0x2D11    	MOV        R17, R1
;__Lib_MathDouble.c,420 :: 		
0x01A0	0x2D22    	MOV        R18, R2
;__Lib_MathDouble.c,421 :: 		
0x01A2	0x2D33    	MOV        R19, R3
;__Lib_MathDouble.c,423 :: 		
0x01A4	0xDF72    	RCALL      _float_unpacku+0
;__Lib_MathDouble.c,425 :: 		
0x01A6	0xF119    	BREQ       L0097
;__Lib_MathDouble.c,426 :: 		
0x01A8	0x256E    	EOR        R22, R14
;__Lib_MathDouble.c,427 :: 		
0x01AA	0x0D4C    	ADD        R20, R12
;__Lib_MathDouble.c,428 :: 		
0x01AC	0x1D5D    	ADC        R21, R13
;__Lib_MathDouble.c,429 :: 		
0x01AE	0x3840    	CPI        R20, 128
;__Lib_MathDouble.c,430 :: 		
0x01B0	0x0753    	CPC        R21, R19
;__Lib_MathDouble.c,431 :: 		
0x01B2	0xF4F4    	BRGE       L009B
;__Lib_MathDouble.c,432 :: 		
0x01B4	0x3841    	CPI        R20, 129
;__Lib_MathDouble.c,433 :: 		
0x01B6	0xEF7F    	LDI        R23, 255
;__Lib_MathDouble.c,434 :: 		
0x01B8	0x0757    	CPC        R21, R23
;__Lib_MathDouble.c,435 :: 		
0x01BA	0xF0FC    	BRLT       L00A0mul
;__Lib_MathDouble.c,436 :: 		
0x01BC	0x2788    	CLR        R24
;__Lib_MathDouble.c,437 :: 		
0x01BE	0x2799    	CLR        R25
;__Lib_MathDouble.c,438 :: 		
0x01C0	0x27AA    	CLR        R26
;__Lib_MathDouble.c,439 :: 		
0x01C2	0x27BB    	CLR        R27
;__Lib_MathDouble.c,440 :: 		
0x01C4	0xE270    	LDI        R23, 32
;__Lib_MathDouble.c,441 :: 		
L0083:
;__Lib_MathDouble.c,442 :: 		
0x01C6	0x95B6    	LSR        R27
;__Lib_MathDouble.c,443 :: 		
0x01C8	0x95A7    	ROR        R26
;__Lib_MathDouble.c,444 :: 		
0x01CA	0x9597    	ROR        R25
;__Lib_MathDouble.c,445 :: 		
0x01CC	0x9587    	ROR        R24
;__Lib_MathDouble.c,446 :: 		
0x01CE	0x9537    	ROR        R19
;__Lib_MathDouble.c,447 :: 		
0x01D0	0x9527    	ROR        R18
;__Lib_MathDouble.c,448 :: 		
0x01D2	0x9517    	ROR        R17
;__Lib_MathDouble.c,449 :: 		
0x01D4	0x9507    	ROR        R16
;__Lib_MathDouble.c,450 :: 		
0x01D6	0xF420    	BRCC       L0090
;__Lib_MathDouble.c,451 :: 		
0x01D8	0x0D88    	ADD        R24, R8
;__Lib_MathDouble.c,452 :: 		
0x01DA	0x1D99    	ADC        R25, R9
;__Lib_MathDouble.c,453 :: 		
0x01DC	0x1DAA    	ADC        R26, R10
;__Lib_MathDouble.c,454 :: 		
0x01DE	0x1DBB    	ADC        R27, R11
;__Lib_MathDouble.c,455 :: 		
L0090:
;__Lib_MathDouble.c,456 :: 		
0x01E0	0x957A    	DEC        R23
;__Lib_MathDouble.c,457 :: 		
0x01E2	0xF789    	BRNE       L0083
;__Lib_MathDouble.c,458 :: 		
0x01E4	0x2F03    	MOV        R16, R19
;__Lib_MathDouble.c,459 :: 		
0x01E6	0x2F3A    	MOV        R19, R26
;__Lib_MathDouble.c,460 :: 		
0x01E8	0x2F29    	MOV        R18, R25
;__Lib_MathDouble.c,461 :: 		
0x01EA	0x2F18    	MOV        R17, R24
;__Lib_MathDouble.c,463 :: 		
0x01EC	0xDF63    	RCALL      _float_normalize_and_pack+0
;__Lib_MathDouble.c,465 :: 		
L0097:
;__Lib_MathDouble.c,466 :: 		
0x01EE	0xC00A    	RJMP       L00A0x
;__Lib_MathDouble.c,467 :: 		
L009B:
;__Lib_MathDouble.c,468 :: 		
0x01F0	0xEF0F    	LDI        R16, 255
;__Lib_MathDouble.c,469 :: 		
0x01F2	0x2F10    	MOV        R17, R16
;__Lib_MathDouble.c,470 :: 		
0x01F4	0xE72F    	LDI        R18, 127
;__Lib_MathDouble.c,471 :: 		
0x01F6	0xE73F    	LDI        R19, 127
;__Lib_MathDouble.c,472 :: 		
0x01F8	0xCFFA    	RJMP       L0097
;__Lib_MathDouble.c,473 :: 		
L00A0mul:
;__Lib_MathDouble.c,474 :: 		
0x01FA	0x2700    	CLR        R16
;__Lib_MathDouble.c,475 :: 		
0x01FC	0x2F10    	MOV        R17, R16
;__Lib_MathDouble.c,476 :: 		
0x01FE	0x2F20    	MOV        R18, R16
;__Lib_MathDouble.c,477 :: 		
0x0200	0x2F30    	MOV        R19, R16
;__Lib_MathDouble.c,478 :: 		
0x0202	0xCFF5    	RJMP       L0097
;__Lib_MathDouble.c,479 :: 		
L00A0x:
;__Lib_MathDouble.c,481 :: 		
L_end_float_fpmul:
0x0204	0x9508    	RET
; end of _float_fpmul
_float_unpacku:
;__Lib_MathDouble.c,148 :: 		
;__Lib_MathDouble.c,149 :: 		
0x008A	0xDFE4    	RCALL      _float_tstr16_r19+0
;__Lib_MathDouble.c,151 :: 		
0x008C	0xF079    	BREQ       L016E
;__Lib_MathDouble.c,152 :: 		
0x008E	0x2F63    	MOV        R22, R19
;__Lib_MathDouble.c,153 :: 		
0x0090	0x7860    	ANDI       R22, 128
;__Lib_MathDouble.c,154 :: 		
0x0092	0x0F22    	LSL        R18
;__Lib_MathDouble.c,155 :: 		
0x0094	0x1F33    	ROL        R19
;__Lib_MathDouble.c,156 :: 		
0x0096	0x2F43    	MOV        R20, R19
